user_id	item_id	rating
1530	6690	1.0
4548	11838	5.0
22237	2761	4.0
13	61634	1.0
18923	44029	1.0
107	3276	4.5
840	13131	1.0
1234	38117	1.0
3205	57114	2.5
7044	12603	1.0
7839	5183	1.0
26782	872	1.0
11697	35052	4.0
6283	10929	3.0
7104	42268	1.0
1953	43889	5.0
16520	16067	1.0
17208	38991	1.0
1	43040	4.0
33	1162	5.0
1737	69715	4.5
21695	6166	1.0
382	67840	1.0
7945	14657	1.0
4205	41772	5.0
13	458	3.5
25986	65550	1.0
2364	35418	1.0
4734	22412	1.0
892	21220	1.0
19598	993	3.5
536	1411	5.0
16624	40541	1.0
976	2741	1.0
549	621	3.5
503	13582	1.0
3192	4564	3.5
1	47039	3.0
5701	9703	1.0
370	4535	1.0
140	3429	1.0
16719	45335	1.0
8091	644	5.0
21062	23786	5.0
610	12209	1.0
11652	43097	1.0
1258	1574	3.5
13564	47831	4.5
146	27229	1.0
180	18837	1.0
16450	36766	1.0
207	215	5.0
6946	1618	4.0
24464	60937	3.5
2936	23772	4.0
8144	36237	2.5
1564	19243	1.0
6289	22781	1.0
2026	22812	4.0
2153	64158	5.0
3028	34372	1.0
10760	37450	1.0
769	15752	1.0
1025	12706	1.0
679	22845	1.0
9745	28455	1.0
3448	30574	4.0
12217	45046	4.0
1737	42047	5.0
201	13552	1.0
1883	16377	3.0
736	3510	1.0
462	4771	1.0
23723	65240	1.0
303	3250	1.0
619	11914	1.0
897	29444	2.5
9567	67256	5.0
19489	4199	1.0
18814	767	4.5
3237	4793	1.0
8791	16715	1.0
10177	62054	1.0
57	15218	1.0
5970	43168	1.0
444	51791	1.0
498	9753	1.0
13794	37666	1.0
238	53703	4.0
1508	12918	3.0
2009	51519	5.0
48	9635	1.0
818	37976	1.0
1	64333	1.0
20630	49056	1.0
21310	51034	1.0
12521	5483	2.0
718	55124	1.0
33	11129	1.0
8327	20049	2.5
2501	21942	1.0
2604	3750	5.0
8850	27893	1.0
27019	51212	1.0
13874	2914	5.0
15007	6022	3.5
1714	5853	1.0
1271	25844	1.0
892	59455	5.0
603	2964	1.0
1869	7351	4.5
3063	34106	4.5
24185	60050	1.0
4506	70458	1.0
651	9378	4.0
462	3210	1.0
16760	37592	3.5
9955	618	2.0
4107	10483	1.0
749	61896	2.5
718	3943	1.0
1214	46748	3.0
50	18911	1.0
7595	65442	4.0
420	463	1.0
25176	5483	4.0
6238	69607	1.0
4796	3824	4.0
2692	15011	2.5
1	65083	1.0
219	9044	4.5
3572	45380	4.0
4387	6955	1.0
160	164	5.0
4594	46490	1.0
1006	17839	1.0
22862	55771	1.0
681	3723	5.0
9332	18076	1.0
2132	12103	1.0
20743	41380	1.0
19488	5812	4.0
24011	133	4.0
1209	32916	1.0
22663	12442	1.0
1803	32112	5.0
14556	15063	1.0
861	44893	1.0
18498	55511	4.0
95	28468	1.0
2494	29311	1.0
1258	63985	4.5
7304	58743	1.0
128	40359	1.0
1619	39826	4.0
3063	28222	1.0
6125	6559	1.0
67	60235	1.0
8105	5353	1.0
934	61271	5.0
4013	28511	4.0
10827	20678	1.0
1204	132	1.0
238	10768	1.0
1327	26560	1.0
813	964	5.0
4903	7265	1.0
1454	15013	1.0
10815	13986	1.5
9386	49338	4.0
1553	16824	1.0
2250	8458	1.0
898	65134	1.0
1073	38411	1.0
122	17156	1.0
2006	8243	3.5
254	18723	1.0
862	29302	1.5
1651	39696	1.0
13814	5979	1.0
3249	27511	5.0
673	39264	1.0
1225	61895	1.0
5987	10262	4.0
13370	4095	1.0
380	415	1.0
11587	8907	5.0
1819	14602	1.0
3388	5029	1.0
15522	48325	1.0
741	1282	1.0
21697	502	1.0
11352	36339	1.0
350	59903	1.0
5326	8864	3.5
14188	30581	5.0
1881	26760	1.0
3323	9162	1.0
3969	2706	1.0
12552	26254	1.0
64	1292	1.0
5717	13018	4.5
2032	17194	4.5
19281	867	5.0
8425	15786	4.5
3589	7469	1.0
13287	2314	2.5
1896	9135	3.0
2818	25039	3.0
2283	67238	1.0
539	21523	1.0
19765	46442	1.0
24180	732	1.0
5567	2074	1.0
7220	30818	1.0
374	458	1.0
1131	37556	2.0
5461	44785	1.0
9	63336	1.0
1379	62009	5.0
15918	3346	5.0
201	37512	1.0
4185	36279	4.0
3210	3203	1.0
17	39659	4.0
26188	33308	1.0
420	22855	1.0
1	3946	1.0
1308	38667	1.0
8480	35639	4.0
33	5167	1.0
8220	57600	4.0
88	68820	1.0
1592	21400	4.0
2913	4156	5.0
461	67495	1.0
6739	63489	2.5
1642	14436	1.0
1484	20682	5.0
2584	21902	1.5
1073	2048	1.0
12720	35475	1.0
40	23669	1.0
738	872	1.0
6546	50348	1.0
4493	13412	1.0
8972	42571	1.0
122	4840	1.0
2326	18759	3.0
1220	57745	5.0
122	15707	1.0
231	44067	1.0
8367	45858	2.5
15803	34942	4.0
19621	1323	1.0
400	28977	1.0
12819	10124	1.0
14061	33742	5.0
6203	25619	1.0
5225	26641	1.0
1211	23522	3.5
9561	4119	1.0
21469	51528	3.5
428	54217	1.0
4768	7682	1.0
45	18792	1.0
258	4498	1.0
14686	31944	1.0
15270	34003	1.0
952	38613	1.0
24224	60161	1.0
13156	25179	1.0
465	35030	1.0
8347	31832	1.0
3438	47240	1.0
1006	8761	1.0
315	12674	1.0
1372	21785	1.0
8072	14928	1.0
12063	22581	2.5
1454	26250	1.0
1025	35964	2.5
633	4939	1.0
2038	63166	1.0
453	8130	2.5
6879	587	4.5
1591	34877	1.0
23646	58279	3.5
1228	7233	1.0
201	40279	4.0
2009	17713	1.0
12088	11246	4.0
2593	3671	1.0
3700	2119	1.0
718	18660	1.0
2111	1752	1.0
8485	4219	3.5
1666	502	1.0
270	22706	4.0
5114	29172	1.5
3834	22884	1.0
1088	6139	3.5
453	69999	1.0
651	244	1.0
18871	17539	4.5
24141	59904	1.0
4649	1843	2.5
155	43117	2.5
22162	24651	2.5
797	41626	1.0
321	18139	2.5
400	48500	1.0
21386	51284	4.0
29	39245	1.0
581	13666	4.5
697	35134	4.0
2134	33379	1.0
1576	44089	5.0
572	14988	1.0
15698	502	0.5
613	24340	1.0
619	8542	1.0
405	20472	1.0
25405	63707	4.0
176	12462	1.0
3978	55406	4.5
5271	17992	1.0
2495	57554	3.5
23459	18845	4.5
29	2876	1.0
2680	8507	1.0
8455	67663	2.0
107	2630	1.0
6806	4	1.5
3830	10440	1.0
1928	29295	1.0
4089	5980	3.5
15706	4971	1.0
6031	39807	1.0
503	11323	1.0
20950	49903	4.0
14109	30374	3.5
999	31766	1.0
272	7963	1.0
3497	13393	1.0
336	59569	1.0
263	66302	1.0
12510	44465	1.0
1896	1780	1.0
1756	63719	1.0
4122	31034	3.5
18442	42711	4.5
2887	4200	3.5
3933	20015	3.0
17865	1764	5.0
9819	38011	3.5
2259	48471	1.0
247	63882	4.0
2506	4456	1.0
1	33931	4.5
1051	31373	1.0
635	58290	1.0
7516	13573	3.0
1752	19673	1.0
871	36027	1.0
574	13839	1.0
3065	53151	3.5
18093	55226	4.0
26563	51215	3.5
1592	59036	1.0
525	594	1.0
3261	65626	1.0
2432	16652	5.0
180	48484	1.0
24914	62254	4.5
17870	41053	4.5
155	52174	2.5
2536	59730	4.0
2026	23517	1.0
25397	63677	3.5
2665	29507	1.0
2652	13096	1.0
2155	28596	1.0
19665	2599	2.0
862	30530	1.0
6082	59786	1.0
660	42070	2.5
4689	60734	3.5
12373	26124	1.0
279	59706	1.0
5069	8338	1.0
17	22080	4.5
1318	16078	1.0
808	2518	1.0
1605	50384	1.0
503	14333	1.0
165	6343	1.0
8146	36841	4.0
1220	46618	5.0
169	2199	1.0
1349	63369	4.0
82	8319	4.5
1558	32589	5.0
18689	43391	1.0
160	21232	4.0
2403	4121	1.0
2629	16565	4.0
2448	36663	1.0
2187	5780	1.0
17475	39863	3.0
272	33976	1.0
179	25840	2.5
6836	12122	4.0
7944	39682	3.5
9319	24848	1.0
250	41733	1.0
2489	3545	1.0
1003	64858	4.0
4194	41610	1.0
4890	24744	3.5
8898	8422	1.0
26423	66892	1.0
9567	1079	1.0
214	63870	1.0
13356	15833	3.5
105	4891	1.0
7772	14531	4.0
19906	10389	1.0
58	2284	1.0
581	68923	4.0
845	56326	5.0
1942	5725	1.0
11615	5768	4.0
12188	8330	3.0
768	11118	1.0
1	30547	4.0
12317	1509	3.5
3112	46004	3.5
4110	6410	3.5
940	14806	3.5
25467	2379	3.5
388	424	4.5
9947	57887	4.0
378	63781	2.5
9332	30735	1.0
3174	6481	4.5
3988	4899	1.0
2491	3189	4.5
2665	4346	1.0
169	7619	1.0
5378	33657	1.0
88	61716	1.0
284	32038	1.0
117	120	1.0
1	543	1.0
27430	2284	1.0
8821	37096	1.0
1172	58875	1.0
180	1717	1.0
122	50271	1.0
6953	9157	4.5
1930	2344	1.0
9549	18593	2.0
518	24414	1.0
44	27662	1.0
3497	65032	4.0
14913	44620	2.5
3858	33156	1.0
15976	13685	3.0
5684	9668	1.0
4674	16513	1.0
11338	44739	1.0
433	7969	1.0
965	60082	1.0
15026	13442	4.5
920	29969	1.0
1591	25945	1.0
986	26264	5.0
7640	31351	1.0
6806	15631	4.0
1956	37700	1.0
10520	6373	1.0
163	7762	1.0
16127	35884	1.0
2511	3521	4.5
1541	50974	1.0
5973	48174	3.5
2981	33897	1.0
8273	65707	1.0
9041	8363	1.0
3139	50923	1.0
22948	56044	5.0
6393	11173	5.0
2626	31648	1.0
45	7262	1.0
14473	31374	1.0
18203	42008	4.0
29	4505	1.0
18184	41956	3.5
122	30696	4.0
910	7909	4.0
6110	15479	5.0
528	41283	1.0
698	7654	1.0
4078	48147	1.0
3148	4409	1.0
18648	43296	3.0
301	31462	1.0
8983	13148	2.5
1442	31503	1.0
2969	12038	4.5
319	24309	1.0
99	31231	1.0
6293	62367	1.0
1376	4486	1.0
17615	17856	1.0
2199	51324	1.0
7780	53328	1.0
1846	31248	1.0
15693	34609	3.0
272	66727	4.0
1182	66634	1.0
21248	66499	1.0
445	15535	1.0
22740	811	1.0
239	30246	1.0
2683	572	1.0
22078	47846	1.0
180	34611	1.0
1006	14944	1.0
9280	15991	4.5
9245	6055	1.0
5962	5016	2.5
16438	1006	2.5
13862	29681	1.0
272	58709	1.0
2830	27600	1.0
1153	25586	1.0
88	10697	1.0
8490	20019	1.0
284	48808	1.0
1	31214	4.5
279	22907	1.0
238	9952	1.0
39	54389	1.0
10241	7992	4.5
2536	20974	3.5
112	5913	1.0
12414	66482	4.0
673	34004	1.0
270	32109	4.0
870	7237	1.0
574	1452	1.0
19118	44553	5.0
6898	4526	1.0
1385	8568	1.0
17353	13986	3.5
3512	43159	1.0
2175	24050	1.0
4674	85	1.0
16962	38167	4.0
976	7154	1.0
6163	48648	3.5
394	62322	1.0
16666	37320	5.0
9319	19834	5.0
2802	253	1.0
11973	1911	1.0
1905	1038	4.0
11198	48398	4.0
1983	8633	1.0
1066	32361	4.5
578	5662	1.0
507	24921	3.5
1525	62302	3.5
1541	64611	1.0
9528	13837	5.0
9151	68271	1.0
462	41717	3.5
2440	24931	1.0
26996	68768	1.0
17487	39896	1.0
6681	57883	2.5
566	37655	1.0
3581	64960	5.0
568	17110	4.0
1377	54912	1.0
498	47867	1.0
3779	6849	4.5
25263	63351	4.0
17019	38365	1.0
3070	28828	4.5
771	911	1.0
354	15420	1.0
14008	66644	1.0
22728	55364	3.5
17332	4122	3.0
4003	180	1.0
906	1590	5.0
934	70443	1.0
5434	61158	1.0
883	7746	5.0
476	13343	5.0
7568	13735	4.5
947	48426	1.0
8131	2074	3.5
1184	24831	1.0
1025	29720	1.0
336	9732	1.0
1674	11980	1.0
7497	13541	4.0
526	13473	1.0
15385	33830	1.0
2321	17394	1.0
752	29308	1.0
7076	26429	1.0
3812	5804	1.0
19959	12267	5.0
5083	430	4.0
17386	2005	4.5
107	22892	1.0
4857	7515	1.0
5680	40732	1.0
3536	36055	1.0
7078	22941	4.0
1204	5353	1.0
10985	15973	1.0
18276	67955	4.0
165	10943	1.0
592	3417	1.0
8445	2154	1.0
3864	26236	1.0
107	19304	1.0
1992	10419	1.0
492	2078	1.0
4017	35163	1.0
8103	31296	3.0
1	1718	5.0
8208	44881	1.0
315	37749	1.0
1614	30781	1.0
2879	38138	1.0
10111	19940	4.0
1560	16534	4.0
17393	39575	3.0
4871	66706	1.0
6831	2232	2.5
3242	2975	1.0
112	10819	1.0
27484	10898	1.0
122	784	1.0
10132	29004	4.0
18110	1167	3.0
266	35553	1.0
1371	70508	1.0
9893	4256	3.0
127	68666	2.5
1	7687	1.0
179	1138	1.0
414	3794	1.0
1933	69997	2.5
963	15670	1.0
920	31750	1.0
254	46225	5.0
1602	2116	1.0
10727	21529	1.0
4094	45562	4.0
40	14086	1.0
176	31623	1.0
6382	27136	1.0
636	159	4.0
180	48120	1.0
2574	57112	3.5
18988	46724	4.0
2665	3431	1.0
1016	45602	4.5
282	20627	1.0
1883	28156	3.5
3087	63062	1.0
883	5556	3.5
1541	2659	1.0
2249	56406	4.0
861	2509	1.0
24691	3326	4.0
17133	38693	1.0
5102	24218	3.0
2835	52664	1.0
4370	13635	1.0
15655	7307	1.0
11025	21063	1.0
532	31066	1.0
1653	21291	1.0
7658	35303	1.0
11480	14673	4.0
1097	35182	1.0
4550	7271	1.0
132	58773	1.0
140	69819	2.5
8795	16735	3.0
45	2139	1.0
3663	40110	5.0
272	1661	1.0
2878	55738	1.0
3813	42106	1.0
122	11455	1.0
850	11339	5.0
1898	6489	1.0
321	347	1.0
23021	56294	1.0
1003	45185	1.0
25595	64301	1.0
15265	52561	5.0
165	37220	1.0
3779	17897	3.5
201	23960	1.0
24997	62528	2.0
2546	13288	1.0
14201	4607	1.0
15398	15987	5.0
15761	37581	1.0
25664	64539	1.0
583	502	1.0
1426	46440	5.0
13465	38679	4.0
1074	40396	1.0
14067	30233	3.5
908	42818	1.0
112	27144	1.0
835	594	4.0
3376	623	1.0
4566	15100	1.0
18652	43302	1.0
681	2808	1.0
8275	49804	3.5
7907	14556	1.0
5108	48901	1.0
18704	43430	1.0
18738	17035	4.0
80	39468	5.0
25434	63793	4.0
3500	69419	1.0
161	11732	1.0
2948	53304	3.5
10245	44814	4.0
1354	3009	1.0
632	2561	1.0
5413	9047	1.0
21542	2707	1.0
9274	1666	4.5
34	63141	1.0
2921	46923	1.0
278	30712	1.5
308	68625	1.0
6012	2104	1.0
1434	58533	1.0
2636	11242	3.5
651	28127	1.0
40	6904	1.0
799	1009	4.5
1566	2044	5.0
679	20565	1.0
1268	60477	3.5
1	13937	4.0
14691	39970	4.0
423	52783	3.0
584	37179	4.5
1219	40932	4.0
66	26320	1.0
6569	35798	1.5
214	16928	1.0
15875	34447	1.0
32	15951	1.0
12622	26414	1.0
4730	18492	1.0
5574	4636	1.0
1530	9915	1.0
3361	4711	1.0
230	26060	3.5
1330	24187	1.0
2364	8472	1.0
2725	11057	2.0
755	9681	1.0
2486	53166	1.0
2918	2872	1.0
113	37374	3.5
2394	39253	1.0
67	3757	1.0
3163	1476	1.0
1402	7243	3.5
26	46078	1.0
254	45381	1.0
8698	9200	5.0
858	43656	1.0
3734	5643	1.0
934	23004	1.0
1199	15159	1.0
16367	33298	1.0
22620	55068	1.0
1927	64464	1.0
1184	40124	1.0
336	13879	1.0
2109	56446	1.0
1637	28043	1.0
4505	31695	4.5
1006	20123	1.0
15217	12423	5.0
26077	65844	1.0
8189	15191	2.5
2776	16205	1.0
4490	16697	4.0
2863	4145	5.0
8986	18424	1.0
1	13903	3.5
247	24140	4.0
624	8862	1.0
1541	44165	1.0
4013	49239	5.0
1228	65831	3.5
9504	18491	2.5
321	41445	1.0
920	15949	1.0
15667	34544	4.0
21142	42985	1.0
169	39845	1.0
3739	36132	1.0
2794	59538	1.0
187	192	1.0
1707	2283	1.0
5071	18679	1.0
1228	65814	1.0
2728	3933	1.0
3779	15280	1.0
11478	8179	1.0
10191	2284	5.0
16960	9898	1.0
4931	8056	4.0
695	28463	1.0
23087	57001	1.0
166	18483	1.0
327	20183	1.0
2546	8618	1.0
302	8140	5.0
1894	58297	1.0
518	30462	1.0
6773	54428	3.0
891	6360	4.0
1553	37143	1.0
23837	58942	5.0
223	13476	4.0
399	8714	3.0
1073	5512	1.0
996	2914	5.0
301	43437	1.0
10074	12576	4.5
382	30925	1.0
818	65155	1.0
5749	9808	1.0
831	37067	1.0
6442	23746	5.0
4467	623	3.0
48	6799	1.0
18366	67196	1.0
400	18432	1.0
2021	46498	1.0
4704	65277	1.0
970	1171	1.0
24958	66542	1.0
1374	1699	1.0
7607	29676	4.0
3621	16426	1.0
1567	23811	1.0
12767	39796	4.5
8026	26501	1.0
26446	16325	1.0
4549	12997	1.0
7366	21771	1.0
1539	7227	1.0
17594	1728	1.0
6442	52937	5.0
224	49722	1.0
6187	14277	2.5
1508	919	1.0
443	35372	1.0
825	976	4.0
18893	17689	2.5
718	12111	1.0
23660	623	4.0
6216	10757	1.0
1399	36825	1.0
4627	30614	1.0
88	67250	1.0
3058	31687	3.0
7097	32396	3.5
8956	5003	3.0
334	9176	1.0
413	27637	5.0
7389	33640	1.0
7212	3096	1.0
201	25837	1.0
2896	7516	1.0
309	12628	1.0
50	38279	1.0
19266	13802	1.0
284	20885	4.5
11947	4923	1.0
23809	13955	4.5
1050	2107	1.0
13057	27580	5.0
7271	13063	1.0
7926	14607	1.0
89	33911	5.0
331	26302	1.0
3378	28516	1.0
5774	9864	1.0
191	7090	1.0
8637	39388	1.0
956	1587	1.0
22676	63000	1.0
10675	37195	5.0
7501	3377	4.0
6996	44201	1.0
14991	20548	3.0
12958	27326	1.0
16	9367	1.0
845	9738	4.5
6581	52075	1.0
338	12780	4.5
547	46759	3.5
19303	8379	4.5
1188	1513	1.0
2870	6107	1.0
25902	827	2.5
23851	61167	1.0
13707	978	3.0
176	16150	1.0
8442	6091	1.0
2546	952	1.0
3076	45114	1.0
8253	47073	1.0
547	6545	4.5
1	50266	4.0
9123	587	4.5
2183	31235	1.0
486	18020	1.0
212	13036	1.0
4410	33256	1.0
27346	62171	2.0
3515	3394	1.0
1202	53478	1.0
1881	30991	1.0
7176	18606	1.0
10103	587	4.0
1674	27073	1.0
1918	51297	1.0
701	67679	1.0
14677	31916	1.0
2077	44045	1.0
2039	35419	1.0
11979	24762	1.0
50	951	1.0
3529	5701	5.0
1	28738	4.0
20149	47668	1.0
16642	1292	3.0
21175	289	1.0
2188	2987	4.5
4002	31514	1.0
338	28593	4.0
15751	34749	4.0
18723	35176	2.5
14926	32573	1.0
284	2697	1.0
45	45522	1.0
1585	17751	4.0
122	9457	1.0
44	2155	1.0
15790	2706	4.0
20535	2470	4.5
4505	41526	3.5
10286	10262	1.0
1633	21255	4.5
1176	10316	1.0
739	2120	1.0
14751	51889	1.0
4761	16850	4.0
9939	46948	1.0
3300	24774	1.0
2089	35828	1.0
13112	29840	2.5
3068	19462	1.0
15320	25727	1.0
9430	517	5.0
6592	46446	1.0
238	18951	5.0
2370	60183	1.0
23677	41560	1.0
536	28564	1.0
26004	51635	2.5
7775	28071	3.5
6488	5518	1.0
17962	41291	1.0
1054	30198	1.0
3028	61261	1.0
1	42867	3.5
9549	32188	1.0
9290	17975	3.5
2326	59328	1.0
7544	26979	5.0
898	8774	1.0
23089	11194	4.5
8746	7351	3.0
1385	48090	1.0
2728	14137	1.0
5103	52289	5.0
2481	3461	1.0
7936	34179	1.0
1780	315	4.0
5313	8843	4.5
4176	9557	1.0
12668	26511	1.0
2574	15661	4.0
4243	26146	1.0
166	47511	1.0
16057	24160	1.0
848	28736	1.0
401	33285	1.0
10568	40399	1.0
315	63365	1.0
1301	32611	5.0
4511	9180	1.0
1220	13861	1.0
14952	32626	1.0
50	48611	1.0
2626	12444	1.0
3209	35883	1.0
214	51779	1.0
88	41828	1.0
12345	26233	4.0
7501	1271	1.0
1124	20015	2.5
67	10271	1.0
4878	973	5.0
2160	37530	1.0
18776	12963	1.0
56	46720	1.0
4296	8346	1.0
163	15685	1.0
2111	41622	1.0
92	94	1.0
327	27271	1.0
668	47126	1.0
1378	10262	1.0
824	2257	1.0
5509	51359	3.0
11677	23921	1.0
17	39094	4.5
767	1509	4.5
1568	37720	1.0
543	29485	1.0
31	4835	5.0
9419	6659	4.5
956	54891	1.0
26	8979	1.0
13727	907	1.0
5004	2970	2.5
13329	28269	2.0
223	15953	1.0
30	52121	1.0
2728	4527	1.0
88	70353	1.0
284	23713	1.0
24326	60514	2.5
1213	3609	1.0
175	8860	1.0
2928	9304	1.0
10527	21015	1.0
1170	61743	1.0
1567	19825	1.0
1402	13322	1.0
166	10417	1.0
44	15277	1.0
783	40218	4.0
1583	15272	4.5
5574	5696	4.5
3097	15745	1.0
25666	64540	3.5
4041	10950	1.0
8064	52204	1.0
12060	25006	1.0
1392	6491	4.0
1532	1988	4.0
8591	16195	2.5
319	13713	1.0
2679	12785	1.0
15127	2161	1.0
26145	567	4.0
89	24495	1.0
112	7488	1.0
270	60439	1.0
739	4940	1.0
1160	58177	1.0
26729	67890	4.0
11547	42079	1.0
2006	4245	1.0
6776	20926	1.0
1519	1600	5.0
2666	18286	3.5
2647	16774	4.0
2580	65892	1.0
1250	36161	1.0
10165	20088	1.0
9143	3407	4.0
5111	11410	1.0
1152	9284	3.5
17492	49483	4.0
3272	2342	1.0
2156	50345	1.0
394	2018	1.0
16791	37669	1.0
18540	54296	3.0
3978	61500	1.0
214	29989	1.0
17	12383	4.0
1050	58603	1.0
1614	8264	1.0
14326	30920	2.5
5305	9613	4.5
8026	1249	1.0
6460	33125	1.0
4283	67636	1.0
9057	50745	5.0
3094	21108	1.0
13002	27425	4.0
45	35745	1.0
6080	64838	4.0
214	26543	1.0
6442	67737	4.0
88	58280	4.0
2042	55313	1.0
11926	5662	1.0
316	59456	4.0
27552	10804	1.0
55	26628	1.0
1263	45286	1.0
3579	35673	1.0
3113	41415	1.0
19521	5461	2.5
2459	3425	3.5
1427	47103	1.0
2698	2599	3.5
509	2060	1.0
211	13021	1.0
4674	9418	1.0
718	9233	4.5
13923	53626	5.0
12834	26942	4.0
1006	47059	1.0
4883	6440	3.5
2321	13903	5.0
27266	23773	2.5
12386	25832	1.0
27383	868	1.0
1558	39801	1.0
692	32132	1.0
2369	31606	4.5
2138	2917	4.5
1409	16381	1.0
5493	27814	1.0
9083	23655	4.0
20312	48136	1.0
598	6390	1.0
1202	19850	1.0
132	5173	1.0
5532	4077	5.0
2606	2888	5.0
3844	7038	1.0
3055	4493	2.5
11576	6981	5.0
9549	40386	3.5
16330	36445	4.5
126	40488	4.0
1426	28581	5.0
7081	942	4.0
418	19806	1.0
2598	9882	1.0
3094	19121	1.0
11452	23364	1.0
3978	65160	5.0
27570	40849	1.0
14374	57596	4.0
3352	785	1.0
11185	159	4.0
5755	37298	4.0
919	29811	1.0
718	30627	1.0
88	16258	1.0
3015	4436	5.0
1173	1450	1.0
1427	25301	1.0
2547	5021	1.0
2021	33604	1.0
13676	38715	1.0
2183	14461	1.0
1071	1600	1.0
5213	29528	1.0
925	22112	1.0
1591	174	1.0
2418	30131	1.0
758	19559	1.0
12343	25725	4.5
88	33842	1.0
26252	3339	4.0
9357	27536	4.0
5	32642	4.0
1213	11164	2.5
16966	38180	4.0
303	58507	1.0
963	10412	1.0
831	60831	1.0
2021	8587	1.0
1258	20636	4.0
7706	24035	3.5
122	20656	1.0
599	4506	1.0
27584	2180	3.5
1714	1207	4.0
984	35194	1.0
7335	13204	3.0
14843	7069	1.0
2559	12918	3.0
88	54919	1.0
23044	8726	4.0
839	14455	4.0
14487	15576	5.0
10673	21416	4.0
22551	4670	1.0
2636	24699	4.0
4098	8060	3.5
1423	26473	3.0
679	980	1.0
6912	65298	2.5
88	56938	1.0
15065	6319	1.0
122	70010	1.0
1240	56421	1.0
321	39526	4.0
7735	61184	1.0
3124	18293	4.0
1719	63004	1.0
27372	730	1.0
3063	4506	4.0
621	11822	1.0
3336	4955	5.0
2683	5016	2.5
8497	5896	1.0
3770	69861	1.0
80	20357	1.0
17297	39281	1.0
2025	51974	1.0
993	58830	1.0
400	36289	1.0
4433	30747	1.0
256	1312	1.0
6240	53613	2.5
18094	41688	4.0
1118	4335	1.0
57	57	1.0
67	1160	1.0
2456	69749	3.0
2025	38113	1.0
18753	43541	1.0
67	5074	1.0
2889	32513	1.0
11648	3987	5.0
12380	25827	3.5
12764	37212	1.0
878	38161	1.0
1073	57786	1.0
934	13894	1.0
132	30774	1.0
22054	159	1.0
87	35189	1.0
161	20423	1.0
4872	30297	1.0
2859	41334	4.5
20070	28652	1.0
